,id,carat,cut,color,clarity,depth,table,x,y,z,price
5450,5451,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,794
1423,1424,1.24,Ideal,G,VVS1,62.1,56.0,6.86,6.91,4.28,11503
2288,2289,0.52,Ideal,G,SI1,61.2,55.0,5.2,5.23,3.19,1675
19017,19018,0.52,Ideal,F,SI1,62.2,54.0,5.19,5.23,3.24,1223
16030,16031,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3301
8315,8316,0.31,Ideal,G,VVS2,62.1,56.0,4.33,4.27,2.67,907
26394,26395,0.26,Very Good,F,VS1,60.4,56.0,4.14,4.16,2.51,499
3542,3543,0.38,Premium,F,VS1,60.2,58.0,4.73,4.71,2.84,1117
4439,4440,0.7,Very Good,F,VS1,62.8,59.0,5.65,5.69,3.56,3053
11502,11503,2.06,Very Good,J,SI1,62.0,57.0,8.11,8.17,5.05,11764
1184,1185,0.32,Ideal,E,VS2,62.3,57.0,4.42,4.41,2.75,900
8526,8527,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
13695,13696,0.35,Very Good,G,VS1,61.7,61.0,4.49,4.52,2.78,706
11203,11204,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,1763
10582,10583,0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,593
4906,4907,1.26,Ideal,I,SI1,62.6,57.0,6.89,6.92,4.32,6597
10303,10304,2.07,Very Good,I,VS2,60.6,58.0,8.24,8.29,5.01,16378
24582,24583,1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,5055
101,102,0.7,Fair,E,SI1,65.2,58.0,5.57,5.54,3.62,2318
17997,17998,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
20967,20968,0.41,Premium,D,VVS2,62.2,58.0,4.78,4.8,2.98,1105
13264,13265,1.1,Ideal,E,SI2,,56.0,6.64,6.61,4.08,5174
1790,1791,0.8,Very Good,H,SI1,63.2,54.0,5.93,5.88,3.73,2553
14431,14432,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,603
16730,16731,0.27,Ideal,H,VS1,61.2,54.0,4.2,4.23,2.58,464
21298,21299,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,463
15687,15688,0.72,Ideal,D,SI2,62.7,55.0,5.72,5.7,3.58,2670
3862,3863,1.07,Premium,E,VS1,62.0,60.0,6.58,6.49,4.05,7909
7399,7400,1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59,10374
2129,2130,0.74,Ideal,F,VS2,60.8,57.0,5.85,5.87,3.56,3246
10816,10817,0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
6731,6732,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
21693,21694,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1446
25903,25904,0.32,Ideal,H,VS1,60.2,56.0,4.44,4.49,2.69,561
11566,11567,1.0,Premium,G,VS1,62.9,60.0,6.36,6.29,3.98,6989
441,442,0.71,Very Good,H,SI1,,57.0,5.65,5.61,3.55,2207
20214,20215,1.18,Ideal,G,VS2,62.7,55.0,6.77,6.74,4.23,8564
7708,7709,0.55,Premium,E,SI2,61.9,58.0,5.24,5.2,3.23,1273
4193,4194,0.3,Premium,G,VS1,61.7,60.0,4.28,4.24,2.63,776
26027,26028,0.36,Ideal,H,SI1,61.7,54.0,4.56,4.62,2.83,538
12268,12269,0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1035
5853,5854,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1351
5540,5541,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
16446,16447,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,4995
18270,18271,0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755
24704,24705,1.01,Good,G,VS2,63.6,56.0,6.31,6.24,3.99,10181
21459,21460,0.58,Ideal,F,VS1,62.1,56.0,5.38,5.32,3.32,2088
2620,2621,1.25,Premium,G,VS2,62.6,58.0,6.87,6.8,4.28,8820
24087,24088,0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42,2013
26169,26170,1.02,Premium,H,SI1,61.9,61.0,6.42,6.34,3.95,4558
7120,7121,0.32,Ideal,D,SI2,62.4,54.0,4.38,4.4,2.74,477
15206,15207,0.32,Ideal,H,VS2,,55.0,4.42,4.38,2.75,648
7005,7006,1.5,Ideal,I,SI1,64.2,59.0,7.13,7.1,4.57,8736
22769,22770,1.0,Very Good,G,VVS2,63.1,58.0,6.37,6.33,4.01,7589
272,273,0.41,Ideal,H,VVS2,62.0,56.0,4.74,4.78,2.95,899
25023,25024,2.09,Premium,H,SI2,60.9,58.0,8.23,8.2,5.0,13119
19637,19638,0.81,Premium,G,VS1,62.1,58.0,5.96,5.92,3.69,3311
21087,21088,0.72,Very Good,H,VS1,60.1,57.0,5.79,5.85,3.5,2594
3919,3920,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72,2959
374,375,1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831
1316,1317,0.41,Ideal,F,IF,61.4,56.0,4.77,4.81,2.94,1439
23071,23072,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,668
22765,22766,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,988
15190,15191,0.33,Ideal,F,VVS1,61.7,57.0,4.44,4.47,2.75,955
26388,26389,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
18094,18095,0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95,975
12013,12014,0.42,Ideal,E,VS2,62.1,56.0,4.77,4.8,2.97,958
23162,23163,0.7,Good,F,SI1,63.7,58.0,5.62,5.65,3.59,2242
23654,23655,0.31,Ideal,E,VS2,62.4,54.0,4.35,4.31,2.7,872
5561,5562,0.59,Ideal,G,VS1,62.1,55.0,5.35,5.4,3.34,1916
844,845,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
18046,18047,0.43,Premium,I,SI2,59.8,59.0,4.94,4.9,2.94,726
25636,25637,1.57,Ideal,E,SI2,61.4,56.0,7.52,7.44,4.59,10550
4290,4291,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.26,3.28,1929
24637,24638,1.25,Ideal,G,VVS1,61.3,57.0,6.9,6.94,4.24,13096
21647,21648,0.36,Ideal,F,SI1,61.1,57.0,4.57,4.6,2.8,551
12950,12951,0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
3689,3690,0.71,Very Good,H,SI1,62.4,58.0,5.67,5.7,3.55,2076
6466,6467,1.52,Very Good,D,SI2,60.9,59.0,7.35,7.4,4.49,9343
20259,20260,0.4,Good,J,VS1,64.0,56.0,4.69,4.66,2.99,734
20342,20343,0.5,Ideal,D,VS1,61.6,57.0,5.13,5.09,3.15,2025
13967,13968,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220
5689,5690,0.74,Very Good,D,VS2,62.2,59.0,5.8,5.84,3.62,3498
3175,3176,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
26038,26039,0.3,Ideal,D,VS2,61.6,57.0,4.33,4.3,2.66,911
12411,12412,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,17893
11309,11310,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,2363
14272,14273,0.6,Ideal,E,SI2,62.5,57.0,5.37,5.39,3.36,1385
19328,19329,1.51,Ideal,E,VS2,62.8,56.0,7.31,7.24,4.57,14844
18803,18804,1.0,Very Good,E,SI2,63.3,58.0,6.35,6.32,4.01,4579
24821,24822,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,12098
5621,5622,1.5,Ideal,F,SI1,62.0,53.0,7.32,7.29,4.53,11405
15758,15759,0.5,Premium,D,VS2,62.1,58.0,5.08,5.03,3.14,1845
10642,10643,0.46,Ideal,F,SI1,61.6,54.0,4.97,5.0,3.07,983
3398,3399,0.3,Very Good,F,SI1,57.9,61.0,4.39,4.49,2.57,489
23077,23078,0.31,Premium,H,VVS2,61.2,60.0,4.39,4.37,2.68,802
5201,5202,1.13,Ideal,D,VVS1,61.5,55.0,6.74,6.69,4.13,13968
1772,1773,0.54,Premium,F,VS1,60.0,59.0,5.3,5.23,3.16,1770
19736,19737,1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
951,952,2.61,Ideal,I,SI2,62.1,56.0,8.85,8.73,5.46,18756
1938,1939,0.53,Good,J,VS2,63.8,57.0,5.1,5.12,3.26,1023
19617,19618,0.59,Good,I,VS2,63.4,56.0,5.33,5.37,3.39,1294
10358,10359,0.45,Good,E,SI1,63.9,57.0,4.81,4.86,3.09,829
18859,18860,0.81,Premium,G,VS2,62.0,58.0,5.95,5.92,3.68,2994
16678,16679,0.51,Ideal,D,VS2,62.9,56.0,5.1,5.07,3.2,1716
19612,19613,0.33,Ideal,G,VVS1,62.2,57.0,4.46,4.41,2.76,1114
3100,3101,1.0,Fair,H,SI1,67.6,59.0,6.03,5.95,4.05,4665
26227,26228,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79,843
6988,6989,0.72,Premium,E,SI2,61.7,58.0,5.79,5.74,3.56,2125
89,90,0.3,Ideal,H,VVS1,61.8,55.0,4.34,4.37,2.69,665
8893,8894,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,5047
22011,22012,1.2,Premium,E,VVS1,60.6,60.0,6.95,6.85,4.18,14192
8474,8475,0.72,Ideal,F,VS2,62.0,56.0,5.77,5.75,3.57,2943
21415,21416,1.5,Premium,I,IF,62.9,58.0,7.31,7.21,4.57,10332
22801,22802,2.45,Very Good,H,SI2,63.5,58.0,8.7,8.58,5.49,11830
10666,10667,1.01,Good,D,SI1,57.6,60.0,6.59,6.64,3.81,5501
11757,11758,1.2,Very Good,I,SI1,63.1,58.0,6.72,6.66,4.22,4838
4993,4994,0.34,Very Good,E,SI2,62.5,59.0,4.43,4.46,2.78,477
8531,8532,0.3,Premium,E,VS2,60.0,60.0,4.4,4.36,2.63,844
19654,19655,1.1,Very Good,H,SI1,62.1,58.0,6.59,6.61,4.1,4276
141,142,0.41,Ideal,D,VVS2,62.3,57.0,4.76,4.74,2.96,1356
13109,13110,0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
25232,25233,0.4,Very Good,G,SI1,60.0,63.0,4.76,4.8,2.87,702
16725,16726,1.15,Very Good,I,SI2,62.0,58.0,6.69,6.73,4.16,4405
1338,1339,0.31,Ideal,J,SI2,,54.0,4.35,4.37,2.71,344
23139,23140,0.71,Very Good,F,SI2,59.2,60.0,5.85,5.91,3.48,2134
2844,2845,0.92,Ideal,I,SI1,,57.0,6.22,6.27,3.86,4488
1107,1108,1.05,Premium,G,SI2,61.3,58.0,6.55,6.6,4.03,4241
3060,3061,1.06,Very Good,I,SI2,62.8,56.0,6.47,6.55,4.09,4132
12040,12041,1.05,Very Good,J,SI2,63.2,56.0,6.49,6.45,4.09,2789
9895,9896,0.38,Premium,F,VS2,61.9,59.0,4.66,4.61,2.87,1026
7773,7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
5590,5591,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172
1702,1703,0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3,1996
15775,15776,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473
12783,12784,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805
3085,3086,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25,1359
5823,5824,0.41,Ideal,E,VVS2,62.2,54.0,4.79,4.76,2.97,1243
15256,15257,0.7,Very Good,E,SI1,63.1,56.0,5.62,5.69,3.57,2421
12817,12818,0.42,Ideal,H,VVS2,62.0,57.0,4.79,4.82,2.98,823
17542,17543,1.02,Ideal,D,VS1,62.6,57.0,6.4,6.44,4.02,8347
7221,7222,1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4604
5073,5074,1.42,Ideal,I,VS2,62.9,57.0,7.21,7.07,4.49,6069
21657,21658,0.57,Ideal,F,IF,61.3,56.0,5.32,5.36,3.28,2656
25813,25814,1.19,Very Good,H,VS1,62.4,59.0,6.73,6.79,4.22,7147
17498,17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
5806,5807,0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041
6764,6765,0.72,Ideal,E,VS2,60.9,56.0,5.81,5.84,3.55,3301
25410,25411,0.38,Premium,H,SI1,59.7,60.0,4.68,4.66,2.79,812
8245,8246,0.34,Ideal,H,VS1,62.7,57.0,4.48,4.45,2.8,765
8696,8697,2.17,Very Good,I,SI1,62.1,61.0,8.24,8.27,5.13,15760
15145,15146,0.57,Ideal,D,SI1,62.4,56.0,5.29,5.32,3.31,1754
582,583,0.39,Premium,D,VS1,61.7,59.0,4.69,4.64,2.88,1123
25824,25825,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
24850,24851,0.59,Premium,E,VS2,60.1,59.0,5.46,5.42,3.27,2578
19432,19433,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
3968,3969,1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,12851
14804,14805,0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,854
761,762,0.32,Ideal,G,VVS2,61.6,55.0,4.42,4.41,2.72,936
697,698,0.31,Ideal,E,VVS1,60.5,57.0,4.38,4.41,2.66,942
16328,16329,0.39,Ideal,I,VS1,62.5,54.0,4.67,4.7,2.92,816
19433,19434,1.06,Premium,I,SI2,58.4,58.0,6.7,6.65,3.9,4007
18419,18420,0.32,Ideal,E,VS1,61.8,55.0,4.43,4.4,2.73,972
26582,26583,0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,2384
2317,2318,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,14107
66,67,0.54,Premium,F,SI1,59.7,59.0,5.36,5.3,3.18,1369
6407,6408,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
2668,2669,0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18,1720
3170,3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
1646,1647,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4712
13358,13359,0.9,Fair,F,SI2,69.0,59.0,5.89,5.82,4.04,2536
8295,8296,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,6441
7521,7522,0.42,Very Good,I,SI1,63.5,54.0,4.76,4.72,3.01,829
9123,9124,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,812
6544,6545,0.41,Ideal,F,VVS1,62.3,55.0,4.79,4.74,2.97,1356
25619,25620,1.24,Ideal,H,VS2,61.4,57.0,6.92,6.88,4.24,5683
4286,4287,0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,1577
20861,20862,0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,776
8532,8533,0.4,Ideal,I,SI1,61.2,55.0,4.77,4.8,2.93,692
9007,9008,1.22,Ideal,I,VS2,59.5,57.0,6.91,6.97,4.13,5761
9088,9089,0.3,Ideal,D,VS2,61.2,57.0,4.29,4.34,2.64,670
3031,3032,0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907
9225,9226,0.33,Ideal,D,VVS2,61.1,56.0,4.46,4.44,2.72,1021
25382,25383,0.55,Ideal,H,SI1,62.4,57.0,5.23,5.28,3.28,1270
21545,21546,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1064
16689,16690,0.9,Very Good,H,VS1,62.7,57.0,6.14,6.18,3.86,4136
6509,6510,0.32,Ideal,G,SI1,62.6,55.0,4.38,4.41,2.75,445
4569,4570,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64,664
11461,11462,1.05,Very Good,H,VS1,59.5,56.0,6.62,6.68,3.96,6132
12809,12810,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3365
22751,22752,0.38,Very Good,I,VVS1,63.5,57.0,4.6,4.63,2.93,752
21707,21708,0.7,Premium,F,SI1,61.8,59.0,5.76,5.67,3.53,2268
24969,24970,0.55,Premium,F,VS1,61.0,59.0,5.26,5.29,3.22,1755
2873,2874,1.0,Fair,H,VS2,64.8,55.0,6.35,6.28,4.09,3819
19012,19013,0.51,Ideal,D,VS2,61.9,54.0,5.14,5.17,3.19,1660
10045,10046,0.31,Very Good,G,SI1,63.2,54.0,4.33,4.31,2.73,593
21223,21224,0.31,Premium,E,VS2,61.0,58.0,4.37,4.39,2.67,680
14803,14804,1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,4336
12370,12371,0.9,Very Good,F,SI1,63.0,61.0,6.09,6.14,3.85,4009
26096,26097,1.0,Good,I,SI1,65.2,56.0,6.21,6.27,4.07,3836
8698,8699,0.54,Very Good,E,VS2,,58.0,5.21,5.13,3.26,1760
205,206,0.51,Very Good,G,VS2,62.4,62.0,5.07,5.09,3.17,1438
15328,15329,0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,1841
14264,14265,1.13,Ideal,D,VVS2,61.7,57.0,6.65,6.68,4.11,12150
1936,1937,0.33,Good,F,SI1,61.8,62.0,4.4,4.45,2.74,536
21509,21510,1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
1077,1078,2.06,Ideal,I,VS2,59.2,57.0,8.39,8.29,4.94,15691
15590,15591,0.4,Very Good,F,VS2,63.6,56.0,4.66,4.68,2.97,867
8202,8203,0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,568
26784,26785,1.01,Fair,G,SI2,58.7,67.0,6.52,6.56,3.84,3816
10850,10851,0.31,Ideal,H,VS2,,54.0,4.35,4.4,2.69,518
15626,15627,0.31,Very Good,I,VVS2,61.6,59.0,4.31,4.33,2.66,544
3710,3711,0.62,Premium,G,I1,58.9,60.0,5.65,5.54,3.29,933
458,459,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
6924,6925,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
25364,25365,0.56,Very Good,G,VS1,60.5,59.0,5.26,5.31,3.2,1819
16349,16350,0.33,Ideal,G,VVS2,61.5,56.0,4.49,4.45,2.75,965
10997,10998,0.48,Ideal,I,VVS2,62.1,56.0,5.01,5.04,3.12,1061
10656,10657,1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,4387
3092,3093,1.11,Premium,G,VS2,61.5,58.0,6.69,6.62,4.09,7055
1162,1163,0.31,Very Good,F,VS2,62.9,58.0,4.27,4.31,2.7,625
2104,2105,0.6,Premium,H,SI1,58.9,61.0,5.54,5.5,3.25,1341
238,239,0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,4224
4300,4301,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,475
10162,10163,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57,2720
3145,3146,1.28,Premium,E,VS1,60.8,60.0,7.03,6.98,4.26,12100
21673,21674,0.37,Premium,F,SI1,60.3,58.0,4.62,4.66,2.8,616
18282,18283,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,828
25486,25487,0.5,Ideal,G,VVS2,62.8,57.0,5.07,5.05,3.18,1858
22505,22506,1.19,Ideal,E,SI2,60.2,57.0,6.87,6.84,4.13,5822
20616,20617,1.11,Premium,I,VS2,58.3,60.0,6.84,6.78,3.97,4744
6153,6154,1.03,Very Good,D,SI1,61.8,57.0,6.49,6.53,4.02,5393
25143,25144,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
4209,4210,1.51,Ideal,I,SI1,62.8,54.0,7.31,7.27,4.58,8574
15483,15484,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65,9681
13187,13188,0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,2815
1540,1541,1.5,Very Good,H,SI1,62.4,58.0,7.29,7.26,4.54,9237
9500,9501,0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,1844
4601,4602,0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,665
8688,8689,0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.14,3.16,1750
14402,14403,0.32,Very Good,I,VS2,63.0,56.0,4.38,4.42,2.77,449
9750,9751,1.01,Premium,E,SI2,62.5,60.0,6.42,6.39,4.0,4434
17202,17203,0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95,871
15353,15354,0.3,Ideal,H,VVS1,61.2,57.0,4.3,4.39,2.66,655
3211,3212,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,16703
16537,16538,0.5,Very Good,F,VVS2,61.9,56.0,5.09,5.12,3.16,2003
2058,2059,1.6,Ideal,H,VS1,61.4,57.0,7.59,7.53,4.64,12681
3944,3945,1.57,Very Good,D,SI1,58.9,58.0,7.57,7.63,4.48,12697
26551,26552,1.22,Very Good,F,VS2,62.3,57.0,6.8,6.84,4.25,8575
2137,2138,0.7,Good,I,VS1,63.2,55.0,5.58,5.63,3.54,2274
15163,15164,0.32,Ideal,H,VS2,62.0,55.0,4.38,4.4,2.72,505
14240,14241,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3198
277,278,0.23,Very Good,F,VS1,59.8,57.0,4.04,4.06,2.42,402
135,136,2.2,Ideal,G,SI2,59.9,57.0,8.54,8.49,5.1,14691
20217,20218,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,14451
26922,26923,0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875
4394,4395,0.31,Ideal,F,VS2,60.8,57.0,4.36,4.39,2.66,625
22926,22927,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4405
1355,1356,0.78,Ideal,E,SI2,61.0,56.0,5.92,5.98,3.63,3053
24176,24177,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
8811,8812,1.04,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,5311
461,462,1.06,Ideal,H,SI1,60.8,54.0,6.64,6.61,4.03,4602
2640,2641,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,524
5850,5851,0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,1956
15078,15079,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
10981,10982,0.5,Ideal,E,VS1,62.0,58.0,5.09,5.14,3.17,1755
25847,25848,1.51,Premium,J,VS2,59.6,60.0,7.48,7.58,4.49,7418
24727,24728,0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684
2773,2774,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2875
14051,14052,0.51,Ideal,E,VS1,61.5,56.0,5.11,5.16,3.16,1758
9509,9510,1.06,Premium,G,SI1,62.7,56.0,6.55,6.46,4.08,5183
5272,5273,1.01,Ideal,G,SI2,61.5,57.0,6.5,6.42,3.97,4299
22694,22695,1.27,Ideal,G,SI2,61.8,56.0,6.96,6.93,4.29,6045
356,357,0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,4386
13143,13144,1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19,6397
20909,20910,1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57,15658
112,113,0.36,Very Good,H,SI2,61.2,55.0,4.59,4.62,2.81,475
17371,17372,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,1625
19446,19447,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,648
20652,20653,0.61,Very Good,I,VVS2,62.0,54.4,5.47,5.51,3.4,1773
10000,10001,1.2,Ideal,I,SI2,63.0,57.0,6.77,6.7,4.24,4596
21352,21353,1.15,Ideal,G,SI2,62.3,56.0,6.67,6.75,4.18,4838
13749,13750,0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269
22030,22031,0.71,Premium,G,SI1,62.0,60.0,5.68,5.64,3.51,2388
25947,25948,0.7,Good,D,SI1,62.6,60.0,5.57,5.61,3.5,2681
26912,26913,0.54,Premium,E,SI2,61.9,58.0,5.24,5.19,3.23,1250
11267,11268,1.23,Ideal,J,VS2,61.2,57.0,6.93,6.88,4.23,6015
19521,19522,0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,4397
26588,26589,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,7567
24053,24054,0.55,Very Good,G,VS2,62.3,56.0,5.24,5.29,3.28,1551
23554,23555,2.01,Fair,G,SI1,70.6,64.0,7.43,6.64,4.69,18574
3708,3709,0.51,Good,E,SI1,63.9,54.0,5.05,5.09,3.24,1343
19333,19334,1.0,Very Good,G,VVS1,63.4,57.0,6.33,6.36,4.02,8115
25394,25395,0.7,Ideal,G,VVS2,59.9,58.0,5.78,5.8,3.47,3234
18434,18435,0.9,Good,G,SI1,63.8,59.0,6.05,6.08,3.87,3734
9283,9284,1.01,Fair,G,VS2,66.8,56.0,6.15,6.09,4.09,4480
19748,19749,1.2,Ideal,G,VVS1,62.2,57.0,6.77,6.81,4.22,9009
8098,8099,2.04,Very Good,H,SI1,62.5,61.0,8.04,8.08,5.04,17952
11794,11795,0.41,Good,E,VVS1,64.1,55.0,4.68,4.71,3.01,1228
8076,8077,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47,3048
13500,13501,0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,781
12446,12447,1.11,Premium,F,VS1,62.8,56.0,6.62,6.57,4.14,7310
3176,3177,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1389
4279,4280,0.34,Ideal,G,VS2,61.3,55.0,4.51,4.49,2.76,765
10823,10824,0.3,Premium,H,SI1,61.3,61.0,4.27,4.25,2.61,540
21238,21239,0.46,Ideal,J,VVS1,62.5,56.0,4.89,4.93,3.07,953
6782,6783,1.05,Very Good,E,VS1,63.1,59.0,6.49,6.45,4.08,7969
2763,2764,0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,1111
15902,15903,0.32,Premium,F,VS2,61.4,60.0,4.42,4.38,2.7,828
15259,15260,1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,8256
11030,11031,0.32,Ideal,G,IF,62.3,54.0,4.39,4.4,2.74,883
24773,24774,1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144
7455,7456,0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,1015
13827,13828,1.01,Fair,D,SI1,66.9,54.0,6.25,6.21,4.17,4751
1805,1806,1.53,Premium,G,VVS1,60.6,58.0,7.45,7.49,4.53,16451
19174,19175,1.22,Very Good,G,VS2,62.3,58.0,6.79,6.82,4.24,8340
24487,24488,0.3,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66,844
1858,1859,0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603
6416,6417,0.41,Good,E,SI1,63.2,58.0,4.68,4.72,2.97,705
21368,21369,0.5,Ideal,E,VS1,62.2,54.0,5.1,5.13,3.18,1665
10343,10344,0.24,Very Good,E,VS2,63.5,53.0,3.96,3.98,2.52,419
22835,22836,0.35,Premium,I,SI1,62.5,58.0,4.49,4.53,2.82,472
19651,19652,0.32,Premium,G,SI1,60.9,58.0,4.44,4.39,2.69,612
